years_experience,salary
1.81,23596
8.19,47732
3.58,41354
7.13,43170
26.91,83905
13.84,60542
1.19,30050
15.97,65355
12.79,55121
7.56,44268
4.29,30449
21.75,82202
17.09,65305
5.76,31737
28.04,89458
15.32,65119
18.38,69310
4.28,36377
7.68,44485
6.39,48687
26.02,98171
27.01,96454
28.52,100690
18.47,75698
13.28,63212
13.31,58053
3.62,30790
3.16,28705
10.23,41946
0.39,18283
22.41,82781
0.94,36422
15.06,48402
10.14,53130
21.14,63446
20.11,89790
8.41,44247
6.13,37781
13.91,53072
11.5,53713
8.33,51692
13.06,64394
19.65,75936
8.75,47238
7.95,39061
12.37,66399
16.78,67982
20.51,63566
29.11,87027
16.42,68173
0.24,18541
17.87,68325
23.12,82302
14.89,65450
2.52,27399
21.16,65813
14.68,55839
28.39,89605
23.81,72195
0.74,31500
7.3,34616
20.34,80699
3.46,46415
11.24,61954
6.46,40370
7.23,46135
2.83,33154
25.59,75218
17.87,66689
0.34,25272
14.44,67812
4.97,42648
2.04,34170
4.04,32049
22.86,80967
17.43,66400
10.57,55897
16.39,64999
20.85,70805
8.73,45212
14.1,66024
27.13,88409
7.86,42021
7.67,50987
0.34,18975
12.03,58928
17.5,65189
4.64,25806
13.35,50323
20.0,83556
3.2,39859
11.02,55987
3.98,31982
5.19,50652
4.05,33518
9.93,48880
8.04,41278
3.51,43193
6.15,32999
11.55,46488
1.64,30531
10.85,52399
8.18,46958
0.75,15000
15.2,59237
1.7,28884
19.23,71002
0.83,21141
19.96,77243
7.91,50479
0.91,32906
7.84,51558
2.02,36950
15.0,71012
6.5,30260
9.88,59840
14.92,66970
0.99,15627
12.71,49533
16.03,53235
4.89,42652
4.56,32202
13.88,57536
4.14,30630
12.8,55412
3.55,27965
21.85,83879
3.64,42662
15.94,70994
23.54,74219
15.02,57344
8.26,41898
20.37,87235
14.82,70199
21.55,82019
13.06,66440
10.05,50375
12.59,50925
9.07,48121
14.0,55027
24.41,83592
22.88,78487
18.21,75060
29.51,100179
16.84,71678
13.63,55916
11.51,53037
15.06,65480
3.27,40161
5.05,38336
2.46,34903
16.61,74061
8.21,46418
3.88,40469
10.89,46024
21.1,72609
12.39,58101
22.99,79535
20.8,84541
23.94,80690
24.13,92979
5.73,43159
23.04,88058
16.61,71252
16.82,74903
20.14,77388
16.61,60349
24.81,85757
14.67,58628
27.72,87128
12.34,50209
11.79,49230
27.93,91164
9.08,42734
0.36,36169
2.14,36379
21.69,86846
9.53,52338
14.2,70648
13.07,64582
15.27,64579
7.8,38166
17.76,68907
22.95,74482
19.92,72203
28.71,91755
28.07,103807
7.27,41905
0.29,26516
5.98,37472
9.75,49230
5.35,44773
6.75,50137
23.62,86921
7.59,45882
7.83,57007
12.67,49968
16.27,61932
3.35,38689
26.24,75972
0.17,26900
19.01,80850
23.02,80501
8.73,55159
24.26,91714
19.4,74839
22.79,90814
2.07,30057
12.74,66583
19.25,77078
14.55,62364
8.8,48291
17.89,65087
12.98,61854
27.72,86953
3.65,35406
15.0,64507
20.0,75080
4.03,33559
29.44,103709
28.99,88714
8.61,53512
2.62,28191
18.12,60280
25.27,97545
23.2,72904
24.49,81040
20.69,82298
22.97,85637
11.65,59937
10.81,51714
13.92,65695
10.09,51157
2.08,30277
24.33,72888
2.88,33697
2.25,31762
24.06,91656
24.09,75182
7.92,38429
20.77,80688
29.47,93172
7.56,50696
3.23,54835
4.56,37728
8.51,50665
14.8,70206
9.0,43786
7.86,37555
25.86,84071
21.92,87201
18.45,69983
4.06,41337
28.32,89854
24.68,101889
25.75,82245
27.92,90053
12.66,70314
3.69,50250
26.64,100975
20.78,66005
16.87,68149
18.14,79658
29.51,91484
11.43,57605
21.74,77362
2.67,32731
5.75,37409
13.79,59164
4.35,34936
23.02,80190
7.59,47353
6.24,40982
27.34,106513
21.01,81937
29.19,110465
29.37,97082
3.18,23004
24.35,81443
25.72,92912
27.78,96569
13.47,64059
20.96,70861
1.7,27494
4.71,40454
6.93,47568
21.51,74986
16.7,74225
2.72,35129
19.78,82348
16.8,62350
14.89,65633
19.11,74553
12.3,64437
20.93,78893
18.65,72552
26.31,89621
8.98,54052
29.11,93293
8.7,50803
28.85,89440
15.83,57188
20.78,82406
10.01,40644
13.07,49823
6.94,43366
22.48,73751
9.84,44707
29.59,88352
26.67,79413
17.04,67989
4.73,34770
29.18,97110
10.13,49976
22.4,79813
19.9,70629
12.83,55595
3.9,45283
25.42,82839
20.53,71089
10.23,52620
6.05,50058
8.0,43935
0.85,25507
5.64,41464
8.63,42346
26.99,93430
4.26,41258
10.77,58172
28.99,96588
8.03,45282
9.7,42417
1.43,29437
6.39,44289
15.43,61057
29.7,99557
21.31,78126
16.42,70476
21.87,78710
10.38,48159
11.11,54976
10.34,45735
28.63,106080
16.9,66656
8.94,47901
15.87,65855
22.61,80101
15.81,78514
0.55,31821
8.55,53867
10.34,51404
28.41,93244
29.75,105515
14.77,67778
6.63,51268
17.67,79024
20.62,77479
20.41,68366
12.96,61087
2.23,31745
20.01,79757
11.33,59979
28.83,101305
17.59,79526
27.04,95976
17.42,68886
15.21,57575
4.59,37241
23.02,78863
27.09,95294
7.11,52676
13.34,65946
17.21,69415
1.41,26841
4.54,34859
6.08,32557
28.42,87642
20.01,67473
29.33,87822
17.9,73668
12.45,53066
26.63,83153
28.76,102706
13.73,61839
26.27,85142
16.23,72880
12.87,57991
21.21,78843
4.74,33443
29.17,100845
13.38,50674
16.15,64318
21.55,68760
18.29,73245
12.62,62231
6.38,43017
21.21,80424
22.93,83356
9.56,48690
1.52,30414
27.39,91943
4.04,27887
29.01,101624
18.59,76373
13.26,45460
16.85,63260
20.2,82717
14.09,65388
29.85,92927
6.2,33243
16.09,68183
11.41,60988
2.71,21060
4.83,42077
27.87,91888
4.8,37156
26.59,93513
25.0,99167
16.56,63535
16.4,57937
6.17,42076
14.86,67318
13.63,59010
23.38,87988
3.32,42321
12.42,50720
7.47,56342
19.51,87429
27.72,94444
3.35,37856
28.41,103688
24.5,96996
24.31,83924
10.4,54312
26.39,89516
13.95,58764
14.4,70215
26.23,78532
9.0,46206
5.29,42264
19.04,83033
18.66,83791
20.77,73863
12.98,70465
1.4,21244
2.23,32775
8.22,63937
15.51,72192
4.16,37244
3.09,43434
23.14,84883
23.31,85589
11.47,57406
12.97,61297
26.41,100307
22.91,83975
3.43,40124
23.8,77182
4.0,38350
11.18,52994
5.04,37805
22.12,75716
1.75,35046
28.92,101505
24.65,88265
18.16,68097
5.67,53823
6.82,50029
8.76,55113
13.08,54525
6.39,49323
27.66,96532
25.82,91779
0.82,42414
27.83,87751
15.13,79509
19.33,61260
21.87,78026
25.64,76711
22.07,82704
1.68,37555
17.67,75840
0.74,20154
5.84,41620
16.16,54735
24.83,90412
4.86,44548
1.1,40253
2.08,34247
24.21,85686
28.87,93430
19.5,81021
11.09,42345
18.83,68903
4.83,36306
8.97,46255
19.93,72268
26.94,89374
26.46,93887
11.65,53111
26.87,96950
25.97,98765
20.98,75408
9.36,50317
17.7,60134
7.18,45762
18.92,77351
21.3,74595
0.57,19435
10.78,49324
6.08,46189
28.61,89757
4.22,32341
8.86,48450
6.67,55653
8.68,38831
25.05,82597
18.26,68728
20.37,74302
10.75,48391
8.12,44627
24.58,79850
16.41,68216
28.44,90270
16.27,68330
17.92,64029
16.0,63311
12.18,43699
17.27,75931
29.67,100667
22.25,76173
24.43,93655
15.8,74062
24.32,80984
27.95,92511
13.99,62756
19.29,67460
25.64,90785
3.67,47818
16.06,69716
15.37,73155
20.52,74548
5.72,42319
24.25,97824
27.16,96553
4.51,44228
28.89,97863
0.38,15000
14.78,65114
10.93,45229
23.97,92610
0.86,18858
21.83,79539
3.78,33333
5.37,52732
27.11,89199
0.72,38591
9.78,42915
10.21,60774
21.58,71231
3.5,42738
8.18,48895
19.29,64198
28.65,100259
8.3,44438
18.23,69743
8.32,42394
4.77,40028
23.44,81805
19.13,71492
21.89,85591
4.27,50498
27.06,90122
8.81,48557
19.41,76297
12.35,60187
3.35,38815
13.16,64691
10.92,59271
16.92,79103
10.12,51178
2.31,37760
9.86,51677
2.46,28878
13.78,61300
20.31,74554
3.51,37289
19.16,64440
29.46,94722
17.55,67567
16.86,63479
7.6,45449
18.37,73313
21.51,72570
17.07,72547
2.4,24828
10.31,47760
3.39,33846
2.17,31336
20.24,69547
10.07,51511
2.96,23770
19.85,76444
15.63,64848
19.41,79326
10.98,44549
11.62,60669
2.89,28486
22.51,77614
21.85,85683
15.35,62985
26.65,75998
9.93,37492
28.15,92700
29.69,95897
26.99,94993
7.56,53058
18.86,70332
29.38,99050
26.37,85336
11.78,58416
16.5,63706
11.61,54745
18.68,67193
4.89,36834
24.2,77145
6.37,34714
25.91,93916
20.7,71513
20.35,79229
28.44,103664
18.7,65615
24.37,90482
11.97,54333
28.06,95648
8.61,45919
18.36,75380
7.14,45734
10.77,65436
23.33,75462
19.66,70045
22.76,83727
19.64,72257
1.89,32884
19.49,66823
2.51,26046
17.54,61888
17.11,62804
20.8,72898
24.63,90072
7.91,42552
15.59,77660
27.43,97566
13.17,62667
2.7,35827
9.8,63287
14.0,51271
0.5,27687
17.68,76501
13.21,60724
2.77,37063
0.68,15000
10.93,49333
10.94,52340
21.04,84201
6.9,35718
13.88,66239
1.05,26997
16.05,75802
3.02,36816
2.63,35632
1.82,36353
17.67,60608
16.88,63375
3.25,40692
28.58,95300
27.61,95893
15.16,59883
13.6,56465
29.46,99447
2.92,31868
29.4,94881
26.62,92052
21.0,74348
1.17,35492
27.98,94718
28.7,91934
26.22,91265
26.84,92292
28.84,91616
12.21,51238
28.06,98755
24.44,87313
22.59,80910
2.68,39765
0.62,37846
0.82,26095
3.34,28167
17.64,71915
9.15,47961
19.56,87049
4.22,39550
5.24,47398
3.58,33489
20.59,59998
28.06,88020
14.86,65664
28.11,97366
18.36,70821
26.55,89672
22.59,90528
11.08,57173
11.3,61038
25.62,79767
29.37,99708
6.32,45482
28.92,100764
11.5,57415
0.4,21005
6.25,33733
22.21,77582
27.77,84899
1.66,21937
5.22,36632
13.63,48945
27.09,81677
29.2,98917
29.87,89415
10.03,45831
23.02,72661
27.06,105961
6.05,53576
9.05,49018
11.79,49365
8.37,56402
21.05,77927
16.36,58608
27.91,96136
28.53,94707
3.75,46848
5.15,51117
8.74,47255
11.92,53012
23.49,88935
25.98,88824
8.62,52425
3.26,45353
18.1,72629
1.9,34529
13.0,66915
24.15,95875
25.31,87233
8.48,46474
12.27,56693
16.5,74607
1.07,30147
11.91,59712
25.93,93377
27.01,88464
18.07,79674
12.6,61749
26.26,88516
21.3,85654
18.32,78504
1.62,40236
15.78,60638
13.62,59177
0.36,33373
20.77,67878
29.01,93827
23.13,82576
1.31,24713
14.19,65164
26.52,96565
0.11,33351
28.43,100225
26.91,88428
26.12,83585
21.11,80198
7.3,49994
27.84,78934
8.97,50035
29.28,97901
28.89,99517
23.83,81239
27.18,98027
7.57,46851
29.33,98296
27.78,94197
17.22,70324
18.96,75332
18.71,69628
15.49,66830
0.22,16713
3.11,37973
2.4,30696
23.39,92340
3.63,44861
27.73,97201
20.46,83549
28.76,94464
22.61,75972
28.01,95377
13.9,57770
22.81,85172
27.29,93276
3.76,33723
13.5,65716
24.02,92221
9.01,52266
14.27,66974
27.23,89967
12.42,69786
4.86,40704
21.65,76050
6.6,43300
4.24,42065
25.97,88003
3.13,38524
7.78,45129
25.69,80775
10.39,53124
28.14,93371
25.48,84737
9.64,43604
15.96,61342
4.19,46902
24.03,83283
3.46,41166
10.56,46801
8.83,44303
16.7,61210
18.64,73438
19.6,71399
1.51,33887
20.27,74563
1.52,34336
26.31,101003
9.12,48843
12.7,55291
15.28,57783
25.88,93941
20.86,85408
4.5,42327
2.79,32772
5.11,35561
25.64,85630
15.64,65330
17.51,64067
3.97,40689
28.64,106498
3.7,36066
14.28,64553
9.6,53482
18.79,65265
15.22,57074
15.81,64354
16.04,66065
6.39,22886
3.42,25544
25.61,95154
15.09,60210
14.94,79479
4.26,26054
8.88,43047
14.08,60057
13.94,61163
24.66,74927
11.31,44627
0.85,28367
22.41,82568
25.56,95490
2.99,20033
19.63,69434
29.62,101018
1.64,22236
8.88,60216
15.3,59900
21.37,86986
13.41,63341
10.07,48490
27.43,89576
21.08,81102
22.03,81419
13.69,65227
4.58,38917
27.65,90644
18.57,73220
10.51,59044
27.64,82577
25.9,83331
7.06,41863
5.44,39971
24.55,79662
22.29,70368
26.95,105851
15.59,70201
9.96,50448
14.16,59247
13.5,67249
7.44,48781
29.4,98009
6.1,42566
13.34,60165
8.7,59425
21.37,71036
8.51,41079
24.84,76158
4.62,37915
25.96,89191
5.15,33996
23.82,82985
25.45,77987
29.67,104399
19.42,76408
14.06,57663
22.03,87267
24.05,73376
21.93,81106
17.95,63893
0.82,22213
16.0,58375
14.56,65722
29.18,97030
13.73,63430
27.79,97940
29.8,112061
14.64,78364
24.72,93174
28.46,90459
14.28,63585
14.01,56496
25.29,91422
20.91,82995
20.75,72998
20.81,74920
8.83,61273
16.99,68231
0.57,30643
24.76,85907
17.06,64184
0.35,26917
28.54,102984
17.05,74616
15.36,65790
19.32,73521
24.51,83127
6.98,33455
1.02,31115
22.92,85014
26.57,94741
11.99,57588
16.48,62149
12.13,54164
0.28,15000
2.93,26670
19.23,77368
7.11,45847
24.13,101355
23.18,80290
11.99,61113
24.78,80470
9.23,53858
12.4,52245
28.86,99370
2.72,33146
6.38,48090
16.89,73163
20.1,71620
17.74,70144
14.11,52074
20.71,73307
2.98,34076
3.64,32874
21.34,84974
29.87,97936
4.01,37007
17.84,68393
21.44,91620
10.78,59113
29.19,99288
22.74,63271
23.07,89424
6.64,48065
21.13,70565
25.62,97270
8.89,39065
4.93,35344
23.9,88345
12.67,65069
10.62,46748
23.08,80035
9.87,45625
29.35,96558
8.0,45135
8.89,38217
18.19,67039
21.41,75957
14.3,60386
7.88,43737
23.05,84210
13.6,42926
11.32,66300
23.4,71776
14.33,73602
15.71,68120
26.7,90192
1.9,32412
22.51,80674
27.18,83163
17.3,72528
18.95,73605
23.36,76639
3.58,35187
25.97,83606
23.78,79319
10.34,51637
17.38,71946
29.41,94910
10.3,49417
1.82,40116
25.24,84805
17.64,67461
19.77,84384
18.62,79539
16.43,72561
19.09,67806
28.25,95933
4.01,38866
18.49,72028
17.76,74336
4.77,29446
12.13,57498
29.46,88143
27.77,105575
1.83,35458
2.74,32921
27.34,89054
10.25,65703
15.52,70829
4.43,30386
17.5,66694
21.22,76022
14.26,55523
19.84,76762
10.55,56305
15.89,63583
15.29,63193
19.68,65410
16.36,66290
10.99,45855
16.05,70923
6.67,44248
27.78,92812
11.97,53628
15.39,61571
0.05,15000
13.5,62021
7.28,48528
15.7,79068
3.43,28487
7.28,48459
8.45,50510
12.19,57457
16.31,68796
1.22,32165
25.94,87750
5.59,40901
10.68,64881
24.0,95470
24.98,75047
22.45,74111
9.12,50653
22.46,88135
27.25,101336
2.21,34874
6.05,38323
8.38,44278
9.4,48302
15.21,53247
2.9,35225
1.16,34769
16.43,63163
22.76,84255
23.83,74796
22.17,89208
13.49,50907
15.71,54068
6.68,49287
29.99,103440
29.76,103937
18.79,78242
15.33,61806
17.1,71810
23.8,87083
16.8,69013
25.93,90772
14.98,67440
27.89,91798
8.75,47033
8.97,60949
2.7,38778
26.92,100452
27.65,98505
6.26,35191
24.41,69240
1.91,33688
18.84,76233
22.08,79961
1.66,36073
10.66,59319
28.69,94957
14.27,55293
15.25,66158
14.74,63709
14.73,62397
11.75,54043
27.99,99915
27.47,91658
19.21,71307
16.57,67412
10.89,48624
11.14,61440
25.38,78356
6.54,45502
19.65,77991
1.66,27254
6.78,38963
18.32,75364
10.0,55037
25.48,83588
10.0,56382
27.67,97617
14.09,54785
4.69,39973
10.85,56706
0.33,29530
23.87,83469
27.31,102256
4.09,32545
14.93,59453
16.92,67496
18.13,70151
19.71,80806
19.03,77731
19.32,67444
13.29,63513
9.24,42074
18.27,68788
7.19,47884
7.23,46349
0.21,22366
7.71,50575
17.42,73728
10.46,51353
25.35,80665
20.49,81820
2.74,29225
0.8,23978
3.66,27578
13.28,61187
18.52,58033
8.18,43513
28.32,87092
23.49,85731
23.98,87184
19.69,81562
4.67,43020
21.43,65873
10.25,57139
19.9,70906
9.48,49816
3.35,39423
16.82,76606
25.1,90753
6.67,48962
22.06,87682
16.08,68757
23.08,83124
29.68,93803
24.53,94137
6.89,37777
4.9,43935
26.65,90212
17.19,63382
4.43,35104
7.3,47873
18.75,77088
22.98,77213
2.68,39295
11.56,62025
23.99,79597
17.04,60467
0.61,17769
9.62,54786
8.46,55890
2.56,34268
6.96,36366
20.51,73488
14.48,51931
27.29,97720
17.91,68073
4.81,39243
5.55,44606
5.05,36733
25.45,85903
26.01,84182
24.85,89225
29.43,98421
4.38,32163
8.3,50856
20.21,74571
7.01,45467
5.51,38551
5.97,58132
19.45,79475
24.7,80890
29.04,98397
5.5,43104
29.13,99868
22.08,79642
0.01,19465
26.78,99194
21.98,76273
25.09,88277
17.84,63176
25.88,87885
2.18,39780
8.31,45667
1.95,37991
19.55,65090
28.62,90296
18.98,72760
15.54,71955
11.41,62616
23.39,78557
19.73,73716
3.96,37628
18.16,66212
12.35,59132
1.6,35774
26.12,100834
14.3,64866
29.7,100311
8.28,53156
4.89,30268
6.83,39147
8.7,52938
4.86,35108
1.57,18325
29.64,99847
29.39,94844
9.83,55829
20.38,79848
13.78,64790
8.2,38312
5.79,39865
10.51,57425
20.32,80345
28.58,88256
12.17,61829
29.33,95241
0.73,22390
9.56,42809
3.08,32436
16.78,68293
12.29,55268
6.11,42321
28.67,90751
13.49,49959
25.98,87262
25.91,95731
12.11,52745
5.78,45305
10.14,41468
12.41,61417
9.41,34134
1.01,23558
9.47,46726
8.82,56581
11.67,53993
11.05,56834
28.33,99202
3.28,33583
19.68,77919
10.16,52983
4.74,39892
19.44,77828
19.78,75019
2.89,31690
6.07,31374
2.82,44208
1.85,31392
17.58,73336
29.75,98229
7.72,51720
9.07,54970
10.93,49622
1.93,26622
28.36,96717
22.5,80146
8.82,48561
21.81,84968
14.48,60218
8.48,45945
12.08,64558
24.71,90723
17.08,69151
22.96,80353
14.37,53688
25.85,87145
18.02,65696
19.3,63040
14.24,70919
6.2,41052
22.44,91089
15.82,67106
23.44,75385
0.94,26971
14.78,62490
24.03,86655
3.27,25304
29.4,93027
7.43,40457
22.54,76917
24.54,85969
8.05,52088
10.16,53974
19.74,69917
22.18,75406
7.65,68178
12.88,50515
6.89,42762
11.25,58398
15.58,57549
15.43,58894
1.52,23190
5.41,31256
29.7,91944
21.39,83567
6.05,36306
11.41,49314
29.27,94071
15.95,64645
1.81,25811
5.93,29885
12.84,62283
9.82,53215
7.96,46301
16.47,75872
28.12,97960
13.35,57285
14.16,70444
22.99,81232
29.35,91884
24.4,96371
17.86,67822
26.21,91304
7.08,54969
26.34,92648
27.8,94854
4.29,41726
0.7,33263
3.37,27742
7.79,46167
29.84,105257
23.74,92604
4.81,34134
22.13,86930
24.16,93258
7.97,50907
9.12,55246
25.24,88109
8.31,47834
9.86,46407
0.08,30788
6.17,43752
21.87,90194
15.24,67055
17.89,67491
24.65,93237
22.59,77349
17.56,60473
27.32,87963
3.67,39189
10.54,58098
29.18,89468
15.69,60075
3.01,23111
26.84,78264
20.39,75610
23.61,82401
25.73,84890
19.04,72944
18.98,73799
4.18,36734
0.45,28545
25.16,87451
17.06,68151
27.99,89025
24.77,85070
18.84,67882
1.52,29635
3.78,30481
14.47,64966
2.59,26167
22.32,90768
11.42,53664
25.63,83143
15.63,75051
2.87,18069
13.41,54301
10.74,60612
16.68,71950
4.21,50009
0.06,23294
8.94,53871
14.89,66262
6.44,45092
4.54,45180
17.77,67230
2.64,31888
6.35,44212
13.42,59942
27.28,87211
23.38,74203
2.9,29698
21.46,80995
23.48,92986
10.69,66760
2.36,33444
0.85,32467
7.37,36197
13.6,72379
20.64,70850
24.7,80639
20.34,76341
6.08,49148
13.07,64762
7.21,37010
6.79,37158
3.8,39272
22.15,81785
24.31,85630
3.04,35397
21.83,94432
19.72,89005
2.57,36317
29.84,102433
20.33,72420
2.83,36762
9.51,56864
14.89,63629
8.2,41057
19.97,74779
21.83,82281
24.25,92835
19.74,73540
13.76,64275
6.52,39541
4.19,42368
28.59,91864
9.36,56975
8.51,47020
2.08,35280
15.17,62126
25.33,95304
8.07,41908
8.21,50578
21.62,89153
28.9,94620
24.57,88360
18.69,68710
5.92,40736
23.4,80031
6.32,47709
7.22,55736
20.82,80651
2.27,38151
24.34,78838
5.74,45663
4.78,41394
9.84,58885
23.17,77042
19.7,71006
21.79,79164
4.02,36498
22.82,79846
23.43,93916
0.48,29151
1.54,26999
21.78,82989
4.92,15144
16.77,65367
5.78,32984
0.46,35144
17.28,75422
18.49,79715
29.89,85535
15.18,74945
18.8,73427
28.42,88902
25.57,87289
27.76,101662
25.61,79733
6.06,39949
15.19,60507
14.85,74222
27.23,84354
16.5,62841
23.78,82653
28.05,102556
5.76,49483
15.44,73646
16.08,57312
3.87,34995
19.78,84852
28.03,97172
3.58,43142
0.74,29126
29.89,95024
23.29,89632
10.07,45243
0.94,22539
17.49,72433
28.5,91991
28.73,102586
25.13,85626
2.86,37943
4.55,38773
1.37,29913
28.37,92785
18.23,81349
20.88,87370
2.19,28890
15.76,66094
22.16,83146
9.73,55434
2.08,28170
27.13,96867
7.51,43712
5.51,47310
2.06,33413
21.67,83275
28.47,101771
28.27,97401
23.09,92383
11.85,55659
2.95,47753
19.36,76836
10.35,48084
20.69,81464
15.67,52214
21.35,85907
6.78,50552
18.69,58157
0.53,22507
12.01,65462
11.87,71454
9.3,54975
13.89,60995
28.15,105022
23.16,81586
22.17,88754
6.46,49359
24.38,82853
22.48,68669
13.92,59713
26.35,89653
19.32,79858
20.92,74839
19.67,87808
6.75,44882
29.29,99159
25.88,93377
0.54,24433
23.1,81349
11.04,60090
26.7,98657
2.84,26010
16.05,78788
16.07,73097
12.15,55471
27.37,98815
17.71,63694
21.21,82646
15.76,60632
17.46,59672
23.0,76425
21.29,85125
9.62,44750
23.93,77800
0.63,38373
25.28,86146
18.66,63362
10.39,46485
26.3,83845
0.85,28601
20.76,83243
25.81,91421
5.04,42270
17.71,73224
22.38,82797
5.2,35614
23.21,79243
17.06,71549
2.25,31852
20.64,74130
9.43,51052
4.67,39823
25.25,86682
9.15,60815
6.27,54885
11.56,51791
12.31,51214
4.79,48488
21.04,68533
25.31,89650
2.32,28127
8.47,60390
14.79,76709
23.43,83928
1.5,25513
29.11,100553
9.16,45836
7.22,46239
3.77,38741
2.21,36755
20.82,76482
4.61,35500
8.41,54418
20.22,72369
28.47,86580
26.65,99985
6.12,36260
9.46,58193
24.19,87549
28.3,97889
28.3,98045
29.57,97834
16.23,67780
25.57,90177
9.12,47397
1.67,28412
27.2,94260
2.7,40454
30.0,89921
20.37,79332
5.49,33241
4.33,38049
0.88,33321
10.18,45330
14.1,55974
25.82,101086
18.35,79627
5.48,47360
23.87,101724
8.4,38792
17.62,65117
12.83,67464
20.65,81496
28.65,91433
1.05,27057
11.02,54960
0.5,24541
3.55,37035
19.92,76317
27.87,103073
4.51,37336
4.39,34569
22.04,92726
9.82,53027
2.58,23297
7.22,50312
29.52,109315
1.04,33887
26.48,84437
24.7,79423
26.41,84976
1.18,27694
16.09,75043
24.05,87758
18.61,79592
20.41,94614
24.62,99000
15.45,67980
26.52,102632
6.86,44501
2.29,27279
5.31,52360
22.56,79941
21.34,85663
1.53,29045
15.06,64777
11.66,50845
24.75,81975
18.63,82329
24.42,94209
18.01,70811
9.26,42890
0.26,29039
14.45,64330
5.48,42478
22.78,76634
0.84,30639
28.78,97139
24.27,81875
8.28,52803
12.37,56315
19.87,66423
19.57,75110
24.55,94820
15.42,60740
27.17,101852
23.28,88075
24.36,93392
24.65,82964
29.94,87645
11.04,59691
2.34,33517
1.56,28865
12.36,61390
10.75,60158
8.94,45718
13.2,53104
17.32,75137
15.0,55385
27.51,91812
22.61,80772
22.63,75020
3.89,26116
10.03,58049
3.12,41823
24.42,99789
20.72,71229
8.2,41608
20.98,66777
2.88,36845
23.7,81977
3.33,37315
6.88,45018
12.25,60931
14.74,59887
27.81,82960
21.64,81607
10.14,60412
7.89,47589
28.62,94538
17.87,76908
17.23,83621
10.76,54302
19.18,59943
28.8,88671
29.73,100558
20.77,77865
20.88,82394
9.18,45229
20.46,73740
12.25,60483
15.73,70718
21.35,74935
7.13,55296
3.73,34206
13.88,69886
13.43,55014
23.15,88312
28.08,91711
3.86,44681
14.21,59971
13.16,78192
27.84,103428
26.41,91814
17.26,62692
24.92,89295
28.38,92856
10.67,44071
29.81,92036
19.68,81668
0.28,31677
6.73,42713
27.05,85589
9.65,57223
2.25,29088
17.17,64841
9.91,49764
15.99,68178
1.22,27697
17.52,73375
15.38,58424
3.48,38544
17.86,71252
17.98,76745
9.03,48981
5.98,34273
21.95,84405
4.39,27017
5.26,35832
25.97,86321
15.22,71355
12.89,57494
24.01,94191
4.59,38268
4.51,47248
0.95,19907
26.37,91752
11.29,50189
0.37,22559
3.4,28105
1.86,27317
10.12,58398
13.6,73829
22.07,74818
23.64,80945
1.9,36765
1.21,30161
7.98,41205
8.63,45604
2.66,33600
28.93,104897
2.71,36722
18.41,73834
7.13,43663
29.79,97568
4.11,42633
27.26,106543
22.39,84009
22.52,91625
8.28,56612
29.34,90045
20.51,72277
28.92,86890
3.51,36260
28.52,94758
9.83,50602
11.62,52531
5.67,51262
2.69,37589
16.2,69170
0.6,32020
23.37,73413
22.99,84985
9.49,47941
12.21,55569
19.02,85884
17.23,65540
5.34,39549
23.76,92108
0.2,25802
4.49,39535
12.24,55718
27.61,81389
4.69,37085
12.8,61478
20.24,73423
11.84,66945
8.81,48371
11.64,69163
1.1,30060
16.68,69792
22.15,82204
13.16,72162
11.13,65033
5.29,49963
24.2,93433
17.34,76182
12.91,65644
14.25,58035
21.29,74880
16.0,64418
18.22,72068
18.5,74959
13.11,66147
1.7,22653
13.93,60663
25.15,79314
22.91,77016
21.7,76481
4.98,34458
5.4,46002
18.7,65546
28.5,99112
25.3,100171
22.6,77239
5.26,42361
14.69,62965
3.74,29548
6.64,42957
1.04,24485
28.51,90340
17.11,68161
14.91,72932
2.44,38819
7.4,46669
1.11,37341
20.68,78634
28.02,95680
19.21,81114
15.32,66294
17.1,67846
9.3,48585
22.87,88875
1.02,30341
7.44,52077
24.15,86979
2.38,26657
4.72,38388
12.14,60832
22.26,81918
0.01,19920
6.18,48882
9.99,53322
17.37,60035
9.86,60236
9.54,50183
2.4,44987
8.64,45327
6.39,43524
14.84,60549
26.67,86594
19.99,78450
7.2,44846
9.72,43317
14.56,66419
15.62,61565
9.63,55403
0.01,16146
28.27,104118
14.8,62272
20.21,83982
6.79,52253
22.67,76496
1.73,33739
24.35,83636
25.03,88402
16.81,69862
11.9,48738
27.12,93724
9.54,49659
17.63,73230
0.28,17989
1.3,39677
19.32,76441
18.04,66370
29.02,100217
28.5,95566
9.24,46702
7.43,46064
19.68,73080
16.38,52639
1.64,35739
22.51,88320
20.62,79327
2.0,22311
14.76,66064
16.18,64611
18.8,78123
11.97,66982
5.77,44365
7.58,40957
27.46,85698
13.14,65041
16.53,70104
26.88,89280
9.35,55982
12.77,53156
6.78,40150
29.47,103306
22.37,81155
7.41,50762
18.58,78952
16.08,56591
24.11,71038
8.34,54134
24.55,83594
6.59,38153
13.48,62261
21.12,75095
24.78,94880
2.17,27470
19.97,76939
18.67,76604
13.7,67352
11.59,63110
15.71,67840
3.44,33721
12.05,51742
23.21,84734
10.14,54074
18.53,74271
23.73,86509
5.29,44662
17.45,72338
1.22,26051
14.64,62045
9.35,50024
26.57,91694
23.28,83832
7.77,41510
